"","First.Name","Last.Name","Age","Rank","Classification","Date.of.Incident","Date.of.Death","Cause.Of.Death","Nature.Of.Death","Duty","Activity","Emergency","Property.Type","Year"
"1650","Mark","Morrison",53,"Lieutenant","Career","Mar 4, 2012","Mar 4, 2012","Stress/Overexertion","Heart Attack","On-Duty","In-Station Duties","No","Store/Office","2012"
"1651","Jamison","Kampmeyer",34,"Lieutenant/EMT","Volunteer","Mar 4, 2012","Mar 4, 2012","Collapse","Trauma","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Store/Office","2012"
"1652","Nolan","Pittman",45,"Fire Chief","Volunteer","Mar 4, 2012","Mar 4, 2012","Stress/Overexertion","Heart Attack","On-Scene Fire","Incident Command","Yes","Residential","2012"
"1653","Thomas","Dillion",49,"Senior Captain","Career","Mar 14, 2012","Mar 14, 2012","Other","Other","On-Scene Fire","Incident Command","Yes","Residential"," 2012"
"1654","Jonathan","Myers",54,"Firefighter","Career","Mar 19, 2012","Mar 19, 2012","Stress/Overexertion","Heart Attack","On-Duty","Other","No",""," 2012"
"1655","Donald","Jones",56,"Captain","Career","Mar 19, 2012","Mar 20, 2012","Vehicle Collision","Trauma","On-Scene Emergency","Incident Command","Yes","Street/Road"," 2012"
"1656","Edward","Bernosky",79,"Firefighter","Volunteer","Mar 20, 2012","Mar 20, 2012","Stress/Overexertion","Heart Attack","On-Duty","Other","No",""," 2012"
"1657","David","Bailey",50,"Captain","Career","Apr 3, 2012","Apr 3, 2012","Stress/Overexertion","Heart Attack","Training","Fitness Activity","No","Outdoor Property","2012"
"1658","John","Colbert",60,"Captain","Volunteer","Apr 6, 2012","Apr 6, 2012","Stress/Overexertion","Heart Attack","On-Duty","Support","Yes","","2012"
"1659","Kevin","Johnson",50,"Master Sergeant / Equipment Operator","Career","Apr 6, 2012","Apr 6, 2012","Stress/Overexertion","Heart Attack","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Outdoor Property","2012"
"1660","Kenny","Fox",39,"Fire Chief","Volunteer","Apr 7, 2012","Apr 7, 2012","Collapse","Suffocation","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Store/Office","2012"
"1661","Daniel","Sweeney",25,"Firefighter","Career","Apr 9, 2012","Apr 9, 2012","Collapse","Suffocation","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Store/Office","2012"
"1662","Robert","Neary",59,"Lieutenant","Career","Apr 9, 2012","Apr 9, 2012","Collapse","Suffocation","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Store/Office","2012"
"1663","John","Winkelman",54,"Fire Captain","Career","Apr 12, 2012","Apr 12, 2012","Vehicle Collision","Trauma","On-Duty","Personal Vehicle Driver/Passenger","No",""," 2012"
"1664","George","Sanford",67,"First Lieutenant","Volunteer","Apr 15, 2012","Apr 15, 2012","Stress/Overexertion","Heart Attack","Response","Other","Yes",""," 2012"
"1665","Richard","Nappi",47,"Lieutenant","Career","Apr 16, 2012","Apr 16, 2012","Stress/Overexertion","Heart Attack","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Store/Office"," 2012"
"1666","Adam","Longo",31,"Firefighter","Career","Apr 12, 2012","Apr 18, 2012","Stress/Overexertion","Stroke","Response","Vehicle Driver","Yes","Vacant Property"," 2012"
"1667","Mark","Shepard, Sr.",49,"Firefighter","Volunteer","Apr 20, 2012","Apr 20, 2012","Stress/Overexertion","Heart Attack","On-Duty","Other","No","Store/Office"," 2012"
"1668","David","Wintz, Sr.",65,"Fire Police Captain","Volunteer","May 16, 2012","May 16, 2012","Stress/Overexertion","Heart Attack","On-Scene Fire","Scene Safety","Yes","Store/Office"," 2012"
"1669","William","Danes",69,"Firefighter","Volunteer","May 17, 2012","May 17, 2012","Stress/Overexertion","Heart Attack","Training","Other","No",""," 2012"
"1670","Todd","Tompkins",48,"Captain","Wildland Contract","Jun 3, 2012","Jun 3, 2012","Vehicle Collision","Trauma","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Outdoor Property","2012"
"1671","Ronnie","Chambless",40,"First Officer","Wildland Contract","Jun 3, 2012","Jun 3, 2012","Vehicle Collision","Trauma","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Outdoor Property","2012"
"1672","Anthony","Polk",31,"Firefighter/Fuels Technician","Wildland Full-Time","Jun 8, 2012","Jun 8, 2012","Vehicle Collision","Trauma","Response","Vehicle Passenger","Yes","Street/Road","2012"
"1673","Donald","Suggs",55,"Assistant Chief","Volunteer","Jun 10, 2012","Jun 11, 2012","Stress/Overexertion","Heart Attack","On-Duty","Other","No",""," 2012"
"1674","George","Davis",62,"Fire Chief","Volunteer","Jun 22, 2012","Jun 23, 2012","Stress/Overexertion","Heart Attack","On-Duty","Other","No","Residential"," 2012"
"1675","Ronald","Keddie",64,"Firefighter","Volunteer","Jun 27, 2012","Jun 27, 2012","Stress/Overexertion","Heart Attack","Response","Other","Yes","Street/Road"," 2012"
"1676","Rocky","Dunkin",24,"Firefighter","Volunteer","Jul 1, 2012","Jul 1, 2012","Stress/Overexertion","Heart Attack","On-Scene Emergency","Extrication","Yes","Street/Road","2012"
"1677","Robert","Cannon",50,"Senior Master Sergeant/Flight Engineer","Career","Jul 1, 2012","Jul 1, 2012","Vehicle Collision","Trauma","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Outdoor Property","2012"
"1678","Paul","Mikeal",42,"Lieutenant Colonel/Evaluator Pilot","Career","Jul 1, 2012","Jul 1, 2012","Vehicle Collision","Trauma","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Outdoor Property","2012"
"1679","Ryan","David",35,"Major/Navigator","Career","Jul 1, 2012","Jul 1, 2012","Vehicle Collision","Trauma","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Outdoor Property","2012"
"1680","Joseph","McCormick",36,"Major/Instructor Pilot","Career","Jul 1, 2012","Jul 1, 2012","Vehicle Collision","Trauma","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Outdoor Property","2012"
"1681","John","Echternach, Jr.",54,"Lieutenant/EMT","Volunteer","Jun 29, 2012","Jul 2, 2012","Impact","Trauma","Response","Other","Yes","Street/Road","2012"
"1682","David","Chew, Jr.",30,"Lieutenant","Volunteer","Jul 16, 2012","Jul 16, 2012","Vehicle Collision","Trauma","Response","Vehicle Passenger","Yes","Street/Road"," 2012"
"1683","Jon","Tibbetts",59,"Fire Chief","Career","Jul 23, 2012","Jul 23, 2012","Vehicle Collision","Trauma","On-Duty","Vehicle Driver","No","Street/Road"," 2012"
"1684","Antonio","Rodriques",49,"Firefighter","Career","May 9, 2012","Jul 31, 2012","Stress/Overexertion","Stroke","Training","Unknown","No",""," 2012"
"1685","Michael","Burgan",46,"Captain","Volunteer","Aug 10, 2012","Aug 10, 2012","Other","Suffocation","Training","Other","No","Outdoor Property"," 2012"
"1686","Anne","Veseth",20,"Firefighter","Wildland Part-Time","Aug 12, 2012","Aug 12, 2012","Impact","Trauma","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Outdoor Property"," 2012"
"1687","Jimmy","Randolph",44,"Inmate Firefighter","Wildland Part-Time","Aug 18, 2012","Aug 19, 2012","Stress/Overexertion","Heart Attack","On-Duty","Other","No","Outdoor Property"," 2012"
"1688","Roulos","Davis",49,"Captain","Career","Aug 20, 2012","Aug 20, 2012","Stress/Overexertion","Heart Attack","On-Duty","Other","No","Store/Office"," 2012"
"1689","Timothy","Lamere",47,"Assistant Chief","Volunteer","Aug 20, 2012","Aug 21, 2012","Stress/Overexertion","Heart Attack","On-Duty","Other","No","Residential"," 2012"
"1690","Fidel","Serrano, Jr.",40,"Firefighter/Paramedic","Career","Aug 24, 2012","Aug 26, 2012","Stress/Overexertion","Stroke","On-Duty","Not on Scene","No",""," 2012"
"1691","Richard ","Schaefer",52,"Fire Chief","Career","Sep 2, 2012","Sep 2, 2012","Stress/Overexertion","Heart Attack","On-Duty","Other","No","Store/Office","2012"
"1692","Steven","Henry, Sr.",53,"Fire Police Captain","Volunteer","Sep 6, 2012","Sep 7, 2012","Stress/Overexertion","Heart Attack","On-Duty","Other","No","","2012"
"1693","Neal","Smith",46,"Captain","Volunteer","Sep 16, 2012","Sep 17, 2012","Stress/Overexertion","Heat Exhaustion","Training","Other","No",""," 2012"
"1694","Christopher","Seelye",61,"Firefighter","Wildland Contract","Sep 17, 2012","Sep 17, 2012","Stress/Overexertion","Heart Attack","On-Scene Fire","Support","Yes","Outdoor Property"," 2012"
"1695","Justin ","Townsend",17,"Junior Firefighter","Volunteer","Sep 27, 2012","Sep 27, 2012","Vehicle Collision","Trauma","Response","Personal Vehicle Driver/Passenger","Yes","Street/Road"," 2012"
"1696","John","Grabowski",49,"Lieutenant","Part-Time (Paid)","Sep 30, 2012","Oct 1, 2012","Stress/Overexertion","Heart Attack","On-Duty","Other","No","Store/Office","2012"
"1697","Larry ","Nielsen",60,"Fire Chief","Volunteer","Oct 9, 2012","Oct 9, 2012","Stress/Overexertion","Heart Attack","Response","Vehicle Passenger","Yes","Street/Road","2012"
"1698","Robert","Van Wormer",47,"Battalion Chief","Career","Oct 27, 2012","Oct 27, 2012","Stress/Overexertion","Heart Attack","On-Duty","Other","No","Store/Office"," 2012"
"1699","Donald","Felton",70,"Fire Chief","Career","Oct 27, 2012","Oct 27, 2012","Stress/Overexertion","Heart Attack","On-Duty","In-Station Duties","No","Store/Office"," 2012"
"1700","Russell","Neary",55,"Lieutenant","Volunteer","Oct 29, 2012","Oct 29, 2012","Impact","Trauma","On-Scene Emergency","Support","Yes","Street/Road"," 2012"
"1701","Herbert ","Johnson",54,"Captain","Career","Nov 2, 2012","Nov 2, 2012","Trapped","Suffocation","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Residential","2012"
"1702","David ","Tatum",55,"Lieutentant","Volunteer","Nov 4, 2012","Nov 5, 2012","Other","Other","On-Scene Fire","Unknown","No","Street/Road","2012"
"1703","John ","Hall",48,"Deputy Fire Chief","Career","Nov 3, 2012","Nov 7, 2012","Stress/Overexertion","Heart Attack","On-Scene Fire","Unknown","Yes","Residential","2012"
"1704","Walter","Summerville III",55,"Fire Chief","Career","Nov 6, 2012","Nov 7, 2012","Stress/Overexertion","Heart Attack","On-Scene Emergency","Incident Command","Yes","","2012"
"1705","Walter","Patmon, Jr.",61,"Firefighter","Career","Nov 11, 2012","Nov 11, 2012","Stress/Overexertion","Heart Attack","Return","Other","No","Residential"," 2012"
"1706","Mark ","Haudenschild II",26,"Firefighter","Volunteer","Nov 11, 2012","Nov 11, 2012","Vehicle Collision","Trauma","Response","Vehicle Driver","Yes","Street/Road"," 2012"
"1707","John ","Sayles",38,"Captain","Volunteer","Nov 14, 2012","Nov 14, 2012","Stress/Overexertion","Other","On-Duty","Other","No","Residential"," 2012"
"1708","Christopher","Good",36,"Captain ","Volunteer","Nov 20, 2012","Nov 21, 2012","Stress/Overexertion","Heart Attack","On-Duty","Other","No","Residential"," 2012"
"1709","Michael ","Martin",51,"Firefighter","Industrial","Nov 27, 2012","Nov 27, 2012","Stress/Overexertion","Heart Attack","Training","Search and Rescue","No",""," 2012"
"1710","Timothy","Jansen",45,"Firefighter","Volunteer","Dec 2, 2012","Dec 2, 2012","Impact","Trauma","On-Scene Fire","Support","Yes","Residential","2012"
"1711","Jalen ","Smith",20,"Firefighter","Volunteer","Nov 30, 2012","Dec 3, 2012","Vehicle Collision","Trauma","Response","Personal Vehicle Driver/Passenger","Yes","Street/Road","2012"
"1712","Eddy ","Meador",54,"Fire Chief","Volunteer","Dec 8, 2012","Dec 8, 2012","Stress/Overexertion","Heart Attack","On-Duty","Other","Yes","N/A","2012"
"1713","Steven ","Fritz",58,"Fire Chief","Paid-on-Call","Dec 10, 2012","Dec 10, 2012","Stress/Overexertion","Heart Attack","On-Duty","Other","No","Residential"," 2012"
"1714","Jeffery ","Hudson",46,"Private","Career","Dec 12, 2012","Dec 12, 2012","Other","Other","On-Duty","Other","No","Residential"," 2012"
"1715","Philip ","Mortensen",67,"Fire Chief","Volunteer","Dec 21, 2012","Dec 22, 2012","Stress/Overexertion","Heart Attack","On-Duty","Other","No","Store/Office"," 2012"
"1716","Michael","Chiapperini",43,"Firefighter","Volunteer","Dec 24, 2012","Dec 24, 2012","Impact","Violence","Response","Other","Yes","Street/Road"," 2012"
"1717","Tomasz ","Kaczowka",19,"Firefighter","Volunteer","Dec 24, 2012","Dec 24, 2012","Impact","Violence","Response","Other","Yes","Street/Road"," 2012"
"1718","Jonathan ","Burgess",33,"Firefighter","Career","Jan 8, 2013","Jan 8, 2013","Other","Other","On-Duty","Not on Scene","No","","2013"
"1719","Matthew","Porcari",34,"Captain","Volunteer","Jan 21, 2013","Jan 22, 2013","Collapse","Suffocation","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Residential"," 2013"
"1720","Dale","Patterson",60,"Captain/Chaplain","Volunteer","Feb 14, 2013","Feb 14, 2013","Assault","Trauma","On-Duty","Not on Scene","No","Store/Office"," 2013"
"1721","Eric","Wallace",36,"Lieutenant","Career","Feb 15, 2013","Feb 15, 2013","Trapped","Burns","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes",""," 2013"
"1722","Gregory","Pickard",54,"Lieutenant","Career","Feb 15, 2013","Feb 16, 2013","Trapped","Burns","On-Scene Fire","Search and Rescue","Yes","Public Assembly"," 2013"
"1723","David","Fox",49,"Assistant Fire Chief","Part-Time (Paid)","Feb 14, 2013","Feb 20, 2013","Stress/Overexertion","Heart Attack","Training","Not on Scene","No",""," 2013"
"1724","Claudia ","Sokol",55,"Fire Police Officer","Volunteer","Feb 21, 2013","Feb 22, 2013","Stress/Overexertion","Heart Attack","On-Scene Emergency","Scene Safety","Yes",""," 2013"
"1725","David ","Schnepp",43,"Firefighter","Volunteer","Feb 24, 2013","Feb 24, 2013","Stress/Overexertion","Heart Attack","On-Duty","Not on Scene","No",""," 2013"
"1726","Nathaniel","Fruin",22,"Firefighter","Volunteer","Feb 26, 2013","Feb 26, 2013","Stress/Overexertion","Heart Attack","Response","Vehicle Passenger","Yes","Store/Office"," 2013"
"1727","Scott ","Morrison",44,"Fire Chief","Volunteer","Mar 3, 2013","Mar 3, 2013","Stress/Overexertion","Heart Attack","On-Scene Fire","Incident Command","Yes","Outdoor Property","2013"
"1728","Christopher ","Brown",39,"Firefighter","Volunteer","Mar 5, 2013","Mar 5, 2013","Impact","Trauma","On-Scene Emergency","Scene Safety","Yes","Street/Road","2013"
"1729","Donald ","Mize",62,"Firefighter Cadet","Volunteer","Mar 6, 2013","Mar 6, 2013","Other","Other","Training","Not on Scene","No","","2013"
"1730","Lonnie","Nutt",49,"Firefighter Engineer","Career","Mar 7, 2013","Mar 7, 2013","Stress/Overexertion","Heart Attack","On-Scene Emergency","Extrication","Yes","Street/Road","2013"
"1731","George ","Turner, Jr.",60,"Captain","Volunteer","Mar 8, 2013","Mar 8, 2013","Stress/Overexertion","Heart Attack","Response","Emergency Response","Yes","Street/Road","2013"
"1732","Michael  ","Broz",58,"Firefighter","Volunteer","Mar 10, 2013","Mar 10, 2013","Stress/Overexertion","Heart Attack","Response","Personal Vehicle Driver/Passenger","Yes","Street/Road"," 2013"
"1733","Jeffrey","Scheuerer",35,"Firefighter","Wildland Full-Time","Mar 28, 2013","Mar 28, 2013","Impact","Trauma","On-Duty","","No","Street/Road"," 2013"
"1734","John","Janos",57,"Firefighter","Career","Apr 6, 2013","Apr 6, 2013","Stress/Overexertion","Heart Attack","On-Duty","Not on Scene","No","","2013"
"1735","Michael","Goodwin, Sr.",53,"Battalion Chief","Career","Apr 6, 2013","Apr 6, 2013","Fall","Trauma","On-Scene Fire","Ventilation","Yes","Store/Office","2013"
"1736","Harold","Hollingsworth",47,"Assistant Chief","Career","Apr 7, 2013","Apr 7, 2013","Vehicle Collision","Trauma","Response","Personal Vehicle Driver/Passenger","Yes","Street/Road","2013"
"1737","James ","Clark",56,"Lieutenant","Career","Apr 11, 2013","Apr 11, 2013","Stress/Overexertion","Heart Attack","On-Duty","Not on Scene","No",""," 2013"
"1738","Lawrence ","Stone",37,"Firefighter","Volunteer","Apr 13, 2013","Apr 13, 2013","Vehicle Collision","Trauma","Response","Personal Vehicle Driver/Passenger","Yes","Street/Road"," 2013"
"1739","Cody","Dragoo ",50,"Captain","Volunteer","Apr 17, 2013","Apr 17, 2013","Impact","Trauma","On-Scene Fire","Unknown","Yes","Manufacturing"," 2013"
"1740","Morris ","Bridges, Jr.",41,"Firefighter","Volunteer","Apr 17, 2013","Apr 17, 2013","Impact","Trauma","On-Scene Fire","Unknown","Yes","Manufacturing"," 2013"
"1741","Joseph ","Pustejovsky, Jr.",29,"Firefighter","Volunteer","Apr 17, 2013","Apr 17, 2013","Impact","Trauma","On-Scene Fire","Unknown","Yes","Manufacturing"," 2013"
"1742","Douglas ","Snokhous",50,"Firefighter","Volunteer","Apr 17, 2013","Apr 17, 2013","Impact","Trauma","On-Scene Fire","Unknown","Yes","Manufacturing"," 2013"
"1743","Robert ","Snokhous",48,"Captain","Volunteer","Apr 17, 2013","Apr 17, 2013","Other","Trauma","On-Scene Fire","Unknown","Yes","Manufacturing"," 2013"
"1744","Kenneth","Harris, Jr.",52,"Captain","Career","Apr 17, 2013","Apr 17, 2013","Impact","Trauma","On-Scene Fire","Unknown","Yes","Manufacturing"," 2013"
"1745","Cyrus ","Reed",29,"Captain","Volunteer","Apr 17, 2013","Apr 17, 2013","Impact","Trauma","On-Scene Fire","Unknown","Yes","Manufacturing"," 2013"
"1746","Jerry ","Chapman",26,"Firefighter","Volunteer","Apr 17, 2013","Apr 17, 2013","Impact","Trauma","On-Scene Fire","Unknown","Yes","Manufacturing"," 2013"
"1747","Perry ","Calvin",35,"Captain","Volunteer","Apr 17, 2013","Apr 17, 2013","Impact","Trauma","On-Scene Fire","Unknown","Yes","Manufacturing"," 2013"
"1748","Clyde","Farmer",73,"Firefighter","Volunteer","Apr 23, 2013","Apr 23, 2013","Stress/Overexertion","Heart Attack","On-Duty","Other","No",""," 2013"
"1749","Rodney ","Miller",45,"Fire Chief","Volunteer","Apr 27, 2013","Apr 27, 2013","Impact","Trauma","On-Scene Emergency","Incident Command","Yes","Street/Road"," 2013"
"1750","Dale","Queen",37,"Firefighter","Volunteer","Apr 29, 2013","Apr 29, 2013","Stress/Overexertion","Heart Attack","On-Scene Emergency","Search and Rescue","Yes","Outdoor Property"," 2013"
"1751","Gene ","Kirchner",25,"Firefighter","Volunteer","Apr 24, 2013","May 2, 2013","Trapped","Suffocation","On-Scene Fire","Search and Rescue","Yes","Residential","2013"
"1752","Daniel ","Davidson",26,"Firefighter","Wildland Full-Time","May 5, 2013","May 5, 2013","Stress/Overexertion","Heart Attack","On-Duty","Unknown","No","Outdoor Property","2013"
"1753","Stanley ","Martin, Jr.",71,"Assistant Fire Chief","Volunteer","May 6, 2013","May 6, 2013","Other","Other","On-Scene Fire","Pump Operations","Yes","Residential","2013"
"1754","Brian ","Woehlke",29,"Firefighter","Career","May 8, 2013","May 8, 2013","Disorientation","Suffocation","On-Scene Fire","Advance Hose Lines/Fire Attack","Yes","Store/Office","2013"
"1755","Albert","Nejmeh",59,"Firefighter","Career","May 14, 2013","May 14, 2013","Stress/Overexertion","Heart Attack","On-Scene Emergency","EMS/Patient Care","Yes","N/A"," 2013"
"1756","Bradley","Harper",23,"Firefighter","Career","May 18, 2013","May 19, 2013","Impact","Trauma","On-Scene Fire","Other","Yes","Street/Road"," 2013"
